host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
7395,Karan,2014/11/8,"New York, United States",,within a few hours,1.00 ,0.67 ,f,South Ozone Park,1,1,"['email', 'phone']",t,f
7396,Pauline,2016/6/26,"New York, NY","I'm an adventurous mother of 4 grown children who loves being on the water and surrounded by nature. I love traveling and have been to many countries around the world including Togo, Ghana, Benin, Canada, the U.S., Russia, Germany, France and Belgium. I love meeting new people and make it my priority to make sure my guests feel welcome, comfortable and happy with their stay.

I've hosted lots of family and friends, and with my daughter's encouragement I have decided to give Airbnb a try. I'm very excited to meet you!",within a day,0.67 ,0.72 ,f,Williamsbridge,1,2,"['email', 'phone']",t,t
7397,Adrien,2019/7/31,"New York, NY","I am a French Art Director & Set Designer living in MYC since now 9 years.
Welcome in New York and welcome to my charming apartment guys!",,0.83 ,0.10 ,f,Lower East Side,1,1,"['email', 'phone']",t,t
7398,Elite Services By G&G,2021/10/4,"New York, NY","We pride ourselves in excellent customer service, our goal is to provide comfort and happiness to all our guests so when they visit our units they feel right at home!",within an hour,1.00 ,1.00 ,f,,2,4,"['email', 'phone']",t,t
7399,Malissa,2013/2/25,"New York, NY",,within an hour,1.00 ,0.99 ,t,,2,2,"['email', 'phone']",t,f
7400,Jasmine,2018/4/18,"New York, NY",,within a day,1.00 ,0.57 ,f,,2,2,['phone'],t,t
7401,Esther,2016/2/3,"New York, NY",,,0.53 ,0.15 ,f,Midtown East,2,3,"['email', 'phone']",t,t
7402,Shogo,2018/7/5,"New York, United States",,within a few hours,0.99 ,0.86 ,f,Elmhurst,215,222,"['email', 'phone']",t,t
7403,Alberto,2020/4/8,"New York, NY","Hi, My name is Alberto! I came from Spain and I have been living in New York for many years already in one of the best neighborhoods in the city. I love traveling and experience new things! I'm very friendly person. I love meeting new people from all over the world and i will try my best to accommodate you giving you best tip about the city",within an hour,1.00 ,1.00 ,f,,3,3,"['email', 'phone']",t,t
7404,Yngrid And Jiovanni,2016/12/23,"New York, NY","We love to travel, and Airbnb allows us to travel and feel at home. 鈥渓ife will give you the opportunity to visit exciting places, but love always brings you home鈥?,within a few hours,100%,94%,f,https://a0.muscache.com/im/pictures/user/5a6c2918-0e77-4262-b799-72038c396f6f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5a6c2918-0e77-4262-b799-72038c396f6f.jpg?aki_policy=profile_x_medium,East New York,3.0,3.0,['email'"," 'phone']""",0.91 ,0.95 ,f,Midtown,-73.89078,5,Entire home/apt,t,f
7405,Julian,2011/10/24,"New York, NY",Aussie transplant living and working in NYC. ,,0.90 ,0.03 ,f,Williamsburg,1,3,"['email', 'phone']",t,t
7406,Tammy,2013/9/16,"New York, NY","We are transplants to Central Harlem, from the suburbs of New York, and are loving this vibrant community.  A residential, tree lined block in a neighborhood offering jazz, new gourmet restaurants, the Apollo Theater, and lovely parks.  We love Harlem and everything it has to offer, and are forever spreading the word on this amazing neighborhood.",within a few hours,1.00 ,0.94 ,f,Harlem,1,2,"['email', 'phone']",t,t
7407,Kennedy,2013/2/5,"New York, NY",I have over 150 reviews from guests from all over the world who have enjoyed their vacations in large part because of me and my help.. This is literally something I am incredibly proud of :),,0.22 ,0.82 ,f,Murray Hill,1,5,"['email', 'phone']",t,t
7408,Angela,2016/6/11,"New York, NY","Hello everyone, my name is Angela, I lived in Brooklyn Bay Ridge, NY  .I can speak English and Chinese . I like to share my space and make friends from all over the world. I hope you have a wonderful stay in NYC!looking forward to your stay!",within an hour,1.00 ,0.99 ,t,Bay Ridge,5,13,"['email', 'phone']",t,t
7409,Britton,2015/12/1,"New York, NY",,within an hour,1.00 ,0.99 ,f,Greenpoint,2,4,"['email', 'phone']",t,t
7410,Catherine,2015/10/19,"New York, NY","I'm a native New Yorker who loves the city for its abundance of experiences and energy, but also appreciate cultivating quiet moments. ",,0.63 ,0.85 ,f,Upper West Side,1,1,"['email', 'phone', 'work_email']",t,t
7411,Ralph,2018/4/24,"New York, NY","Hey 
I鈥檓 Ralph. I live in NY. I鈥檝e lived in Morocco, France, LA and finally New York, a city that I love very much. 
I鈥檓 always happy to meet new travelers and always here to help and make your trip a pleasant one. 
I鈥檝e stayed in many Airbnbs in the past and I understand what travelers are looking for during their trips. 
Please feel free to reach out and I鈥檓 always here to help. 
Looking forward to hosting you in your next trip in New York. ",within an hour,1.00 ,0.96 ,f,,168,196,"['email', 'phone']",t,t
7412,Elias,2015/12/18,,,within an hour,1.00 ,0.99 ,t,,4,4,"['email', 'phone']",t,t
7413,Hupeto,2016/9/25,"New York, NY",,within an hour,1.00 ,0.99 ,f,,3,3,"['email', 'phone']",t,f
7414,445492801,2019/3/18,Nicole,2022/2/17,"New York, NY",0.03 ,0.57 ,f,Midtown,https://a0.muscache.com/im/pictures/user/fe878662-fc36-4a19-8eff-6d9082545ecd.jpg?aki_policy=profile_x_medium,5,2,t,t
7415,Stephanie & Idrees,2016/3/3,"Jersey City, NJ",,within an hour,0.90 ,1.00 ,t,Tyburnia,19,19,"['email', 'phone']",t,t
7416,Rose,2013/3/12,"New York, NY",I am a local business woman.,within an hour,1.00 ,0.97 ,t,Flushing,1,5,"['email', 'phone']",t,t
7417,Michelle,2016/11/29,"New York, NY",,,0.07 ,0.92 ,f,Midtown,1,1,"['email', 'phone']",t,t
7418,Chris,2017/10/12,"Seaford, NY",,,0.94 ,0.58 ,f,Williamsburg,1,1,"['email', 'phone']",t,t
7419,Momoyo,2018/7/24,,,within a few hours,0.98 ,0.88 ,f,Woodside,186,194,"['email', 'phone']",t,t
7420,Bello Suites,2022/4/22,,Plush 3 Bedroom 2 Bath apt 8 min away from JFK 15 minutes away from LGA 8 min from LIRR station ,within an hour,1.00 ,1.00 ,f,Jamaica,1,1,['phone'],t,t
7421,Heather,2015/8/8,"New York, NY","Hello, I'm an interior designer and love to travel with my architect husband and two teenagers (18 yr old son and 16 yr old daughter). We will take great care of your home! ",,0.74 ,0.35 ,f,Park Slope,1,1,"['email', 'phone', 'work_email']",t,t
7422,Laura Y Abraham,2017/1/30,"New York, NY","Hello, we are behind the BonPland Underground experience!

We are two Venezuelan immigrants, we moved to NY in 2016 and we started doing Airbnb in 2017 at our small loft in Brooklyn as an initiative to create an extra income of money that could be used to help our families in Venezuela.

Through the months, our hospitality came to light and between guest and guest began to provide homemade breakfasts to create a better experience and increase our reviews.

What was the surprise? They loved the arepas and all the food from our country!

And yes, the reviews increased; highlighting our hospitality and food.

This is how Bonpland Underground was born, as a space for the enjoyment of a private dinner at home, excellent Venezuelan food with warmth of home (in our home), private chef and excellent service.
From there, we have incorporated our Executive Chef, business partner, and mentor, Edcar Trejo, Chef-owner of Barbecho Restaurant, located in M茅rida, Venezuela.
His incorporation into our team gives us the opportunity to raise our cuisine and our offers to the palate of international clients and has allowed to learn and merge more flavors with the criticism of our customers.
We are very happy to be able to share with you and give you an experience that without a doubt, you will not forget!",,0.66 ,0.42 ,f,Midtown,1,3,"['email', 'phone']",t,t
7423,Global Luxury Suites,2015/3/30,"Hawthorne, NJ",,within an hour,1.00 ,0.92 ,f,Cambridge,437,679,"['email', 'phone', 'work_email']",t,t
7424,Stella,2016/7/28,,,,0.64 ,0.15 ,f,Midtown,1,1,"['email', 'phone']",t,f
7425,Michele,2015/2/24,"New York, United States","Hi!  I鈥檝e lived in Brooklyn for over 15 years, and for the past several years I鈥檝e been here in Bedford Stuyvesant.  I love it here in New York, but love to travel, too!  Professionally I manage a not-for-profit where we engage young people in classic car restoration projects, a teaching tool for lessons automotive and beyond.  My work is related to my classic car hobby, I鈥檝e driven an old school car since I got my driver鈥檚 license.  I also enjoy photography, dancing, and cooking.  

I鈥檝e always had great experiences as an AirBnB guest and am now an AirBnB host.  If you have any questions feel free to drop me a note! 
",,0.88 ,0.11 ,f,Bedford-Stuyvesant,1,1,"['email', 'phone', 'work_email']",t,t
7426,D,2011/6/4,"New York, NY","I've done my fair share of staying at airbnb apartments while traveling; now it's my turn to share my space , which I do when I travel myself 

",within a few hours,0.80 ,0.89 ,f,,2,2,"['email', 'phone']",t,t
7427,Catalina,2016/4/3,"New York, NY","Hi, I鈥檝e been in NYC for 6 months, have been traveling the world since 2010 and now settled in beautiful Williamsburg. I am an accountant for an amazing Danish juice company and super happy where life has taken me. I want to open my home to you because this is what others have taught me since the day I left my home-country. Come stay with us, learn, enjoy and vibe in the best city of the world : ) ",,0.40 ,0.27 ,f,Williamsburg,1,3,"['email', 'phone']",t,t
7428,Chester,2014/5/18,"New York, NY",,within a few hours,1.00 ,0.95 ,t,Crown Heights,2,6,"['email', 'phone']",t,f
7429,Zoe,2014/11/12,"New York, United States","I'm an architect working in lower Manhattan. Love to get to know new people, hike, play music, and create whenever possible.",,0.98 ,0.16 ,f,Bushwick,4,4,"['email', 'phone']",t,t
7430,Momoyo,2018/7/24,,,within a few hours,0.98 ,0.88 ,f,Woodside,186,194,"['email', 'phone']",t,t
7431,Nina,2014/7/7,"New York, NY",,within an hour,1.00 ,0.81 ,f,Midtown East,12,19,"['email', 'phone']",t,t
7432,Malachi,2015/1/26,"New York, United States",,within a day,1.00 ,1.00 ,f,,1,7,"['email', 'phone']",t,t
7433,Christian,2019/9/14,"New York, NY","I consider myself a very sociable person, I love meeting new people from different parts of the world. Which it is one of the reasons I'm doing Airbnb. If you have any questions about what places to visit in New York I can help you with that.  I hope you enjoy your stay in the big apple and have fun :)  ",within an hour,1.00 ,0.95 ,t,Lindenwood,2,2,"['email', 'phone']",t,t
7434,Ivanna And Emmanuel,2017/6/7,"New York, United States",We are a young married couple living in NYC who鈥檚 been hosting for over two years . Very laid back and we love quiet respectful guest ! ,,0.88 ,0.00 ,f,Williamsburg,2,2,"['email', 'phone']",t,t
7435,Andre,2021/4/27,,,,0.23 ,0.39 ,f,Midtown,1,1,"['email', 'phone']",t,t
7436,Zain,2017/10/10,"New York, United States",,within an hour,1.00 ,0.97 ,t,Woodside,6,6,"['email', 'phone']",t,t
7437,Antoneta,2017/3/5,"New York, United States",,,0.73 ,0.77 ,f,Sunnyside,1,1,['phone'],t,t
7438,Alec,2014/8/19,"New York, United States",,,0.94 ,0.77 ,f,Chinatown,1,1,"['email', 'phone']",t,t
7439,Hayden,2021/6/30,,,within a few hours,1.00 ,0.75 ,f,Jamaica,1,1,['phone'],t,t
7440,Luis,2011/5/27,"New York, NY","We're a Colombian couple, living in Sunnyside for several years now.",,0.91 ,0.75 ,f,Sunnyside,1,4,"['email', 'phone']",t,t
7441,Mario,2015/12/9,"New York, NY",,within an hour,0.80 ,0.87 ,f,,1,1,"['email', 'phone']",t,f
7442,Hugo,2013/6/20,"New York, NY",Traveler ,,0.52 ,0.28 ,f,Flatiron District,1,1,"['email', 'phone']",t,t
7443,Mason,2018/8/11,,,within a few hours,1.00 ,0.86 ,f,Bay Ridge,1,1,"['email', 'phone']",t,f
7444,David,2022/5/25,,,within an hour,1.00 ,0.84 ,f,,18,18,"['email', 'phone']",f,f
7445,Henry,2011/7/18,"New York, NY","Henry prides himself on offering superb accommodations. Over the years he has cultivated a keen talent for creating elegant, luxurious environments and assembled an impeccable collection of luxury rental properties.

Found in prestigious locations around the world, each home is an expression of Henry's meticulous approach to hosting and entertaining. Elegant, lavish, sophisticated and comfortable; these properties were originally intended for Henry's closest friends and relatives to utilize and he now extends that privilege to his private clients.
Henry was chief legal officer for NYC Law Department before his departure to focus on a more creative role in Architecture and Design.",within an hour,1.00 ,1.00 ,f,Upper West Side,14,17,"['email', 'phone']",t,t
7446,Lisbeth,2012/6/9,"New York, NY","I am an Interior Designer and Interiors consultant and writer for (Website hidden by Airbnb) 
  I love good friends and sharing experiences with my friends and family.  I love my job and helping others make their dreams come to realization when designing their spaces.  I love to eat, laugh, love, dance.  I love kids.  I love dogs.  I love art and movies.  I love long walks.  I love the beach and the mountains.  I love spirituality and love.

I have had the fortunate experience of having the most lovely and gracious and respectful people stay in our home.  I feel fortunate as their stay in New York was made that much better by staying in our home.

Keep It Simple.",a few days or more,0.00 ,0.00 ,f,Flatiron District,1,3,"['email', 'phone']",t,t
7447,Anna Chiara,2017/7/4,"Agropoli, Italy",,within an hour,1.00 ,0.91 ,f,East Harlem,4,5,"['email', 'phone']",t,t
7448,Petya,2012/8/13,"New York, NY","Hello, I am  Petya Hottz. 
Welcome to my great international family in New York. Let me show you around.
I live in a 3 bedroom apartment in Astoria, Queens, with my husband Thiago, who is from Brazil and a Chinese boy Jack. I have a lot of great locations and  of course they are not in the same apartment. Most are in Astoria around us, Woodside, Jackson Heights and  MANHATTAN.  All locations are very nice, clean, well experienced hosting people from all around the world, in pretty convenient and safe  neighborhoods. You are very welcome to be part of my little, international family. 
 I am originally from Bulgaria and I speak English, Bulgarian, Russian, and a little bit of French. I am a very friendly positive person and I am also very open to foreign cultures, music, food, and customs. New York is a very unique city because people are from all around the world and contribute to the diversity of daily living.
As a professional figure skater I have participated in competitions throughout most of Europe. As a child I traveled often with my family to France, Germany, Italy, California, Tunisia and Spain. In addition, I have traveled extensively to North America, Brazil. I love to engage in sports, yoga, tennis, skating, skiing, swimming, hiking, music, dancing and I love to cook. My father and my brother in law are professional chefs. I guess I inherited the passion from them to prepare delicious foods. I would love for you to experience my cuisine.
In addition about my rooms, they all are located in a great neighborhood with restaurants, bars, international food, stores, libraries, parks, schools, shopping malls, and cinemas. Everything is nearby and convenient to public transportation which runs 24 hours a days. It is only 5-25 min to NYC. Or if you need a taxi, they are abundantly available outside the (Website hidden by Airbnb) location is located a block or a few blocks from  subway stations. All rooms are new furnished, AC, WiFi and Cable, all included in the price. I also can offer you occasional free skating classes with me at the local rink.
Welcome to my apartment. I know you are going to feel like you are home. I am waiting for you my new friend. Welcome to New York!

",within an hour,1.00 ,1.00 ,t,Astoria,18,58,"['email', 'phone']",t,f
7449,Reah,2014/11/29,United States,"A software engineer with a passion for travel! A respectful people's person.
Thank you in advance :)",within a few hours,0.90 ,0.29 ,f,Bedford-Stuyvesant,2,4,"['email', 'phone', 'work_email']",t,t
7450,Michael,2019/9/26,"New York, United States",,within an hour,1.00 ,0.79 ,t,Park Slope,1,1,"['email', 'phone']",t,t
7451,Kristine,2015/4/1,"New Bedford, MA",,,0.69 ,0.83 ,f,Astoria,1,1,"['email', 'phone']",t,t
7452,Alex,2014/6/19,"San Diego, CA",,,0.29 ,0.74 ,f,Washington Heights,1,2,"['email', 'phone', 'work_email']",t,t
7453,Aliza,2015/11/17,"New York, NY","I'm a new homeowner, I have been living in NYC for 25 years and came from Israel. I recently bought this lovely brownstone in Bed Stuy. I love cooking, spending time with my family and art (as you can see by the paintings displayed on my walls!)",within an hour,1.00 ,0.85 ,f,Bedford-Stuyvesant,5,6,"['email', 'phone']",t,t
7454,Blueground,2016/12/16,"New York, NY","We鈥檙e Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you鈥檒l feel at home and free to roam for as long as you want 鈥?a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities 鈥?making every day a five-star experience. From day one, you鈥檒l enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative 鈥?a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you鈥檒l either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You鈥檒l enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We鈥檒l share all details upon confirmation of your stay.",within an hour,1.00 ,0.97 ,f,Cambridge,4022,4338,"['email', 'phone', 'work_email']",t,t
7455,Dean&Paula,2015/1/23,"New York, NY","I greet you with ""LOVE"" I'm a fun and easy going person, love to cook, listen to music, and read up about finance I'm family oriented like to meet people from all origins and I enjoy traveling to different countries I Love people ..",within an hour,1.00 ,1.00 ,f,Jamaica,2,3,"['email', 'phone']",t,t
7456,Gregor,2012/10/9,"New York, NY","Adventurer, monkey connoisseur, digital marketing pro, epicure

I work with food service businesses on local marketing initiatives and spend the rest of my time hanging out, well, with food service businesses.  Am lucky enough to have to travel for work on a regular basis and see fantastic places (and eat fantastic food).

Fantastic guest with the highest levels of appreciation and respect for the various spots that I may call ""home"" during my travels.  Easy and uncomplicated, responsible and able to solve problems as they come up and fend for myself.  

I look forward to meeting you.",,0.70 ,0.50 ,t,Williamsburg,1,1,"['email', 'phone', 'work_email']",t,f
7457,Cihan,2015/7/8,"New York, NY",,within an hour,1.00 ,1.00 ,f,Williamsburg,3,8,"['email', 'phone']",t,t
7458,Tyrell,2013/11/26,"New York, NY",,,0.69 ,0.74 ,f,Harlem,1,1,"['email', 'phone', 'work_email']",t,t
7459,Ez,2017/2/17,"New York, NY",,within an hour,1.00 ,0.99 ,f,Hell's Kitchen,5,14,"['email', 'phone']",t,t
7460,Theresa,2022/2/26,,,within an hour,1.00 ,1.00 ,t,East Bronx,1,1,"['email', 'phone']",f,f
7461,Alexander,2017/4/10,,,,0.45 ,0.12 ,f,Williamsburg,1,1,"['email', 'phone']",t,f
7462,Megan,2015/10/7,"New York, NY","Hello I鈥檓 Megan! I have been living in this big beautiful apartment for 3 years now. I am an artist trying pursuing my craft in the big city. I鈥檓 also a yogi so I try to keep the space calm, peaceful, and welcoming. I am clean and organized and travel a lot due to work or family, so my room is available most of the time! It would be lovely to have you stay :)",,0.17 ,0.50 ,f,Midtown,1,2,"['email', 'phone']",t,t
7463,Quentin,2015/2/9,"Paris, France",,,0.58 ,0.52 ,f,Harlem,1,1,"['email', 'phone']",t,f
7464,Ellen,2012/4/7,"Denver, CO","I am a professional woman from Denver. Tidy, responsible and quiet. Just looking for a little R&R!",,0.55 ,0.08 ,f,Upper East Side,1,1,"['email', 'phone']",t,t
7465,Kunjan,2014/5/17,"New York, NY",,,0.02 ,0.51 ,f,Midtown East,1,1,"['email', 'phone']",t,t
7466,Daniella,2019/7/27,"New York, NY",,within a few hours,0.83 ,0.99 ,f,West End,14,30,"['email', 'phone']",t,t
7467,Carol,2021/10/28,"New York, NY",,within an hour,1.00 ,1.00 ,f,Little Caribbean,17,18,"['email', 'phone']",t,t
7468,Tara,2015/10/25,,,within an hour,1.00 ,0.80 ,f,Bay Ridge,7,8,"['email', 'phone']",t,t
7469,Tanja,2013/7/20,"New York, NY","Tanja is an intellectual property lawyer and Marko owns a catering business.  We love to host and we love to travel, meet new people and try new food.  Marko writes a food blog and Tanja shares her free time supporting young talents from Eastern Europe.  Welcome to our home! ",,0.07 ,0.88 ,f,Nolita,1,1,"['email', 'phone']",t,t
7470,Antoinette,2011/11/15,"New York, NY","Global citizen, social entrepreneur and creative professional, I host my own home where I live half of the year but I will be on the road in the coming months and you will have my Brooklyn apartment to yourself. I am an educator, artist and social entrepreneur who has traveled to 48 countries. 

I love color, I love art, and coziness. There are new furniture pieces, rugs and items to enhance the decor and create a great rental experience for guests. 

I love music, reading, writing and preparing healthy food. Oh, and cleanliness. I super particular about keeping the place clean and tidy, and appreciate guests who will do the same and take great care of my place. 


",within a few hours,1.00 ,0.37 ,f,Crown Heights,2,2,"['email', 'phone']",t,t
7471,Valentin,2021/10/31,"New York, United States",,within an hour,1.00 ,0.98 ,f,North Fork,16,21,['phone'],t,t
7472,Wismick,2022/5/17,,,within an hour,0.90 ,1.00 ,f,Bergen Beach,1,1,"['email', 'phone']",f,f
7473,Michael,2019/9/24,,,within a few hours,1.00 ,0.36 ,t,Morris Park,2,4,"['email', 'phone']",t,f
7474,Ellena,2015/10/6,"New York, NY","Hi, I'm Ellena (L-N-uh) I live mostly in NYC where I play the harp and run an arts space. I travel often and love exploring. ",,0.18 ,0.63 ,f,Bedford-Stuyvesant,1,6,"['email', 'phone', 'work_email']",t,t
7475,Mariya,2015/5/13,"New York, NY",,,0.83 ,0.58 ,f,Midtown,1,1,"['email', 'phone', 'work_email']",t,t
7476,Vered,2016/4/27,,,within an hour,0.92 ,0.97 ,f,Saddle Ridge,2,3,"['email', 'phone']",t,t
7477,Jay,2017/11/16,"New York, NY","Fun, fitness, and dog loving traveler who is dying to see the world one city, gym, and pup at a time. ",,0.48 ,1.00 ,f,,1,2,"['email', 'phone']",t,t
7478,Matthew,2016/9/19,"New York, NY","Englishman in NY. Open, friendly & tidy.
Love to meet people from other countries. Adore the sea, surfing, snorkeling, skiing, hiking & rock climbing.
I work as a filmmaker -usually editing films and commercials",,0.07 ,0.62 ,f,Bedford-Stuyvesant,1,1,"['email', 'phone']",t,t
7479,Paulo,2013/7/7,"New York, NY","My fiance and I are getting married on the west coast this summer -wooohooo-This is great news for you, because our sweet apartment is available for you as you explore all that New York has to offer.",,0.03 ,0.21 ,f,Upper East Side,1,2,"['email', 'phone']",t,t
7480,Yinka,2019/12/29,"New York, NY",,within an hour,1.00 ,0.90 ,t,Bedford-Stuyvesant,5,5,"['email', 'phone']",t,t
7481,Andres,2018/3/20,"New York, United States",,within an hour,0.92 ,1.00 ,t,Flushing,2,3,"['email', 'phone']",t,t
7482,Joseph,2016/3/8,"New York, NY",,within an hour,1.00 ,1.00 ,f,Mid Island,1,1,"['email', 'phone']",t,t
7483,Chris,2015/5/28,"New York, NY",,within an hour,1.00 ,1.00 ,f,Lower East Side,1,1,"['email', 'phone']",t,f
7484,Jt,2015/2/3,"New York, NY","I moved to New York about 14 years ago and I can't see myself anywhere else since then!
If you want to discover my amazing city I will be happy to share it with you ;-)
",within an hour,0.99 ,0.90 ,f,Upper East Side,71,76,"['email', 'phone']",t,t
7485,Victoria,2014/11/10,"New York, NY",,within an hour,1.00 ,0.99 ,f,,1,7,"['email', 'phone', 'work_email']",t,t
7486,Vander,2015/12/14,"New York, NY","I am Vander, Brazilian native from Rio de Janeiro. I live in NYC for 15 years and I work as International Compensation Analyst for a Marketing Digital Company. I am fun, intellectual, energetic and enjoy to hang out with people who are great thinkers and energetic. I love music, beach, eat out, sports and travel to historic places and Caribbean islands. I don't smoke and rarely drink. ",,0.59 ,0.62 ,f,Harlem,1,3,"['email', 'phone']",t,t
7487,Urban Furnished,2017/12/11,"New York, NY","Urban Furnished is a Luxury Corporate Housing Provider

 Active and growing since 2013. We offer close to 150 designer furnished apartments around prime New York City locations. We take pride in providing our guests a true New York City stay like no other.",within a few hours,0.92 ,0.78 ,f,Upper East Side,188,210,"['email', 'phone']",t,t
7488,Kaz,2017/6/27,"New York, NY","Dear Airbnb guests!

Thanks for checking my profile. I manage furnished monthly rentals and co-living spaces in Manhattan, Queens, and Brooklyn with my team members. I have been managing furnished apartments for a decade and have had more than 5,600 guests from 90 countries so far. Please feel free to ask me any questions or requests!

*I can speak Japanese as well! Please feel free to contact me in Japanese.

Who we are: Our Principles

1) Growing Our Alumni Community:
We don鈥檛 require any extra/hidden fees to maximize our profits. Instead, our focus is on growing our alumni community. We believe that our services and fair pricing speak for themselves among our guests. Our alumni posted 700+ reviews from 2019 to 2021. What鈥檚 more, 80% of the reviews gave us five stars and 97% awarded more than four stars. Our alumni community spans the globe with 87 unique nationalities, and it has been expanding. We look forward to serving all our new guests: our alumni of tomorrow.
鈥?
鈥?) Transparency. One All-Inclusive Price. That鈥檚 What We鈥檙e About:
There鈥檚 no math required. The price for our one-month minimum stay is simple and fair, no matter how long you stay with us. Our one-month price is already competitive (averaging $1,200 to $2,200, with 80% of our 150 rooms under $1,900 per month), compared to others鈥?discounted prices for three- to six-month stays. In 2020, 50%+ of our customers extended their original stay by a few months. There鈥檚 really no substitute for all-inclusive furnished rentals and a co-living environment, with a furnished private room, that鈥檚 ready for you on day one.
鈥?
鈥?) Increasing Value for the Local Property Industry:
We provide co-living communities for our guests by helping property owners draw more value from under-managed residential properties. We care about our customer community, of course, but we鈥檙e also excited about uniting property owners, vendors, and our team on one digital platform.
鈥?
鈥?) Privacy Is the Priority:
There are no required social events. Our priority is providing privacy, a quiet environment, and security for all our guests. Our team will take care of cleaning the common spaces every week, so that our kitchen/dining areas are always comfortable. But if you want to expand your network or social circle, our office at WeWork offers you day/after-work communities. We just moved our headquarters to the newest WeWork offices in Long Island City, which is easily accessible by all subway lines.


鈥?) 10 Years Perfecting the Co-Living Mindset:
Our founder started this business in his apartment after he couldn鈥檛 find appropriately priced accommodation for his first three months in New York. But our whole team has experienced co-living firsthand, so we understand what the customer feels and will need next. 鈥淲e live and breathe co-living: first as roommates, and now serving our co-living guests.鈥?鈥?
鈥?) A Sustainable Business Model in the Sharing Economy:
We won鈥檛 invest in luxury buildings like hotels or event spaces. We rent existing empty apartments and townhouses from the owners, put IKEA-type furniture in, and list the clean rooms on multiple digital platforms. We grow by our operational profit base, which comes from guests being charged fair prices and the revenue owners receive. However, what drives our growth is not the number of rooms, but our deep understanding of how to care for guests and rooms 24/7, and the intangible value within them.
鈥?
鈥?) Our Vision - Making Dreams Come True:
CrossOver鈥檚 goal is to help our guests achieve their goals and dreams by providing the most affordable and flexible housing environment available. But it doesn鈥檛 stop here. Our guests鈥?dreams are expanding to a variety of locations around the globe, and CrossOver will be right there with them鈥攑owering the dreams of residents, landlords, and our staff in the wider world.",within an hour,1.00 ,0.67 ,t,Harlem,119,280,"['email', 'phone', 'work_email']",t,t
7489,Shenaide,2020/6/20,"Kearny, NJ","Hello fellow travelers! My name is Shenaide!   My love , Luis and I love hosting on air bnb in our free time.  I am a project administrator and lived in Brooklyn for most of my life before moving to New Jersey w/ Hubby. We love hosting our home on Air bnb. It's been a joy communicating with our guests. Our hobbies include bike riding, travelling and trying good food. 

We aim to make our place as cozy and relaxing as possible for a great getaway. ",within an hour,1.00 ,1.00 ,t,Flatbush,1,2,"['email', 'phone']",t,t
7490,Carol Ann,2016/3/2,"New York, NY","I love traveling, meeting new people and having new adventures.",within a few hours,1.00 ,0.98 ,t,Harlem,2,5,"['email', 'phone']",t,t
7491,Chy,2017/8/27,"New York, United States","Frequent Traveler, Wife, Mother and Dog Lover. ",within an hour,1.00 ,1.00 ,t,Bedford-Stuyvesant,2,2,"['email', 'phone']",t,t
7492,Evan,2018/10/30,"New York, NY",I鈥檓 a marketing and fashion guy living in NYC for the last 8 years! I鈥檇 love for you to come stay in my fabulous Chelsea/Meatpacking apartment one block from the High Line! ,within an hour,1.00 ,0.48 ,t,East Village,2,3,['phone'],t,t
7493,Hiroki,2014/8/1,United States,,within a few hours,0.99 ,0.92 ,f,Elmhurst,243,260,['phone'],t,t
7494,Inna,2013/10/7,"New York, NY","Looking forward to hosting you in NYC, the best city in the world!

IG @secondhomenyc",within an hour,1.00 ,0.82 ,t,East Harlem,37,47,"['email', 'phone']",t,t
7495,Mark,2016/5/3,"Scarsdale, NY",,,0.91 ,0.40 ,f,Williamsburg,1,1,"['email', 'phone']",t,t
7496,Patrick,2013/4/11,,,,0.61 ,0.17 ,f,Alphabet City,1,2,"['email', 'phone']",t,t
7497,Sharon,2015/8/1,"New York, NY","I鈥檓 Canadian and have lived in nyc for the last 6 years. I love hosting guests and providing a home away from home as I love to travel and explore the world! My favorite places in nyc include the parks, great restaurants and amazing museums.  A hidden secret is that nyc is 1.5 hrs away from hiking, wineries and beaches (with a car)! This is a hidden gem of a stay as I鈥檓 very clean and want you to feel safe and sound while traveling abroad.  ",within an hour,1.00 ,0.98 ,t,Bedford-Stuyvesant,1,2,"['email', 'phone']",t,t
7498,Andr茅s,2014/6/30,"New York, NY",,,0.67 ,0.80 ,f,Morningside Heights,1,1,"['email', 'phone', 'work_email']",t,t
