review_id,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
8410,,,,,,,,,
8411,2021/12/25,2022/8/7,4.17 ,4.33 ,4.33 ,4.83 ,4.83 ,4.83 ,4.17 
8412,2019/10/23,2020/1/11,0.00 ,,,,,,
8413,2019/11/13,2021/1/31,4.81 ,4.83 ,4.96 ,4.96 ,4.85 ,4.83 ,4.85 
8414,2013/2/26,2022/9/6,4.94 ,4.92 ,4.97 ,4.98 ,4.97 ,4.81 ,4.83 
8415,2020/11/3,2020/11/3,3.00 ,4.00 ,4.00 ,4.00 ,4.00 ,4.00 ,4.00 
8416,2021/2/27,2022/6/20,4.75 ,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,4.75 
8417,2016/7/10,2016/8/18,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8418,2022/8/22,2022/9/4,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8419,2016/6/13,2016/6/20,4.50 ,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,5.00 
8420,2021/4/1,2021/10/5,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.67 ,5.00 
8421,2015/8/12,2019/1/5,4.79 ,4.82 ,4.39 ,4.89 ,4.96 ,4.50 ,4.89 
8422,2021/12/22,2022/6/1,4.50 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 
8423,2014/6/15,2018/4/29,4.23 ,4.20 ,4.08 ,4.71 ,4.66 ,4.15 ,4.26 
8424,1,1,3.16 ,58.00 ,1.00 ,1125.00 ,1.00 ,1.00 ,1125.00 
8425,,,,,,,,,
8426,2022/5/1,2022/5/1,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,3.00 
8427,2022/4/13,2022/8/22,4.58 ,4.54 ,4.62 ,4.62 ,4.54 ,4.65 ,4.58 
8428,,,,,,,,,
8429,2020/7/18,2022/8/7,4.38 ,4.75 ,4.50 ,5.00 ,4.88 ,5.00 ,4.38 
8430,2022/5/31,2022/7/31,5.00 ,5.00 ,4.80 ,5.00 ,5.00 ,4.60 ,5.00 
8431,,,,,,,,,
8432,,,,,,,,,
8433,2022/2/25,2022/8/19,5.00 ,5.00 ,5.00 ,5.00 ,4.91 ,4.91 ,4.82 
8434,2019/3/31,2022/9/5,4.56 ,4.69 ,4.50 ,4.44 ,4.44 ,4.63 ,4.56 
8435,2018/11/6,2018/11/17,5.00 ,5.00 ,5.00 ,4.50 ,4.00 ,5.00 ,5.00 
8436,,,,,,,,,
8437,2019/3/22,2021/6/15,4.65 ,4.75 ,4.80 ,4.90 ,4.90 ,4.40 ,4.55 
8438,,,,,,,,,
8439,2017/5/31,2019/7/27,4.94 ,4.91 ,4.79 ,4.85 ,5.00 ,5.00 ,4.85 
8440,2017/7/10,2020/3/12,4.94 ,4.94 ,4.76 ,4.94 ,4.94 ,4.71 ,5.00 
8441,2022/6/18,2022/8/22,5.00 ,5.00 ,4.83 ,4.83 ,5.00 ,4.83 ,5.00 
8442,2019/11/17,2022/7/26,4.80 ,4.80 ,4.20 ,5.00 ,5.00 ,5.00 ,4.80 
8443,2021/8/22,2022/3/18,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8444,2017/7/14,2021/12/24,4.78 ,4.94 ,4.75 ,4.96 ,4.90 ,4.90 ,4.77 
8445,2019/8/15,2019/8/15,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8446,2021/9/20,2022/8/31,4.95 ,4.95 ,4.93 ,4.97 ,4.97 ,4.57 ,4.88 
8447,2021/1/2,2022/8/28,5.00 ,5.00 ,5.00 ,4.94 ,5.00 ,5.00 ,4.94 
8448,,,,,,,,,
8449,2016/6/21,2017/11/1,4.81 ,4.93 ,4.86 ,5.00 ,4.95 ,4.57 ,4.83 
8450,2012/4/25,2016/1/3,4.85 ,4.90 ,4.89 ,4.98 ,4.92 ,4.89 ,4.86 
8451,2014/5/16,2015/2/25,4.57 ,4.57 ,4.71 ,4.57 ,4.71 ,4.57 ,4.57 
8452,2021/5/1,2022/8/22,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.67 
8453,2022/8/4,2022/8/4,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8454,2022/4/22,2022/8/30,4.93 ,5.00 ,4.87 ,5.00 ,5.00 ,4.93 ,5.00 
8455,2017/6/17,2018/1/15,4.88 ,5.00 ,4.71 ,4.81 ,4.88 ,4.81 ,4.94 
8456,2018/8/24,2018/10/13,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8457,2022/9/4,2022/9/4,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8458,,,,,,,,,
8459,,,,,,,,,
8460,2021/1/9,2022/1/1,4.56 ,4.67 ,5.00 ,4.56 ,4.56 ,4.89 ,4.89 
8461,2015/9/21,2016/7/1,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.88 ,5.00 
8462,,,,,,,,,
8463,2019/12/1,2020/2/20,4.75 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 ,4.75 
8464,2021/5/23,2021/8/11,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.50 
8465,2022/2/1,2022/8/13,4.91 ,4.95 ,4.91 ,4.86 ,4.91 ,4.95 ,4.95 
8466,2016/9/22,2016/9/22,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8467,1,1,44792.00 ,44792.00 ,5.00 ,5.00 ,3.00 ,5.00 ,5.00 
8468,2021/7/22,2022/8/12,4.93 ,4.87 ,4.83 ,5.00 ,4.90 ,5.00 ,4.70 
8469,,,,,,,,,
8470,2019/12/25,2022/8/31,4.87 ,4.73 ,4.73 ,4.87 ,4.80 ,4.47 ,4.87 
8471,2020/4/3,2022/8/8,4.67 ,4.77 ,4.60 ,4.90 ,4.87 ,4.67 ,4.73 
8472,2022/6/7,2022/9/6,4.46 ,4.46 ,4.15 ,4.62 ,4.62 ,4.38 ,4.77 
8473,2018/12/23,2019/1/1,3.00 ,3.00 ,3.00 ,3.50 ,4.50 ,3.00 ,3.00 
8474,2021/9/30,2021/9/30,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8475,2022/4/18,2022/7/27,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8476,2020/12/15,2022/8/8,4.90 ,4.95 ,4.90 ,5.00 ,4.98 ,4.83 ,4.76 
8477,2021/6/5,2022/6/26,5.00 ,4.50 ,4.50 ,4.50 ,5.00 ,5.00 ,4.50 
8478,2018/12/3,2022/8/4,5.00 ,4.82 ,4.94 ,5.00 ,5.00 ,4.59 ,4.82 
8479,2019/8/8,2020/2/23,4.75 ,4.50 ,4.88 ,5.00 ,5.00 ,5.00 ,4.75 
8480,2015/7/19,2015/7/19,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,4.00 
8481,2016/8/22,2022/7/15,4.78 ,4.82 ,4.65 ,4.65 ,4.69 ,4.99 ,4.63 
8482,2010/11/8,2022/8/23,4.87 ,4.93 ,4.95 ,4.90 ,4.92 ,4.58 ,4.81 
8483,,,,,,,,,
8484,2022/7/18,2022/8/28,3.80 ,3.80 ,3.40 ,3.60 ,4.40 ,4.00 ,3.20 
8485,2018/5/31,2022/6/13,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.80 ,4.60 
8486,2017/12/10,2021/8/27,4.79 ,4.79 ,4.84 ,4.89 ,4.79 ,4.89 ,4.79 
8487,2014/12/1,2022/5/15,4.44 ,4.61 ,4.11 ,4.72 ,4.72 ,4.94 ,4.17 
8488,2022/7/10,2022/7/31,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8489,2021/12/18,2022/2/26,4.75 ,4.50 ,4.50 ,4.00 ,5.00 ,5.00 ,4.50 
8490,,,,,,,,,
8491,2020/12/9,2021/12/7,4.67 ,4.89 ,4.44 ,5.00 ,4.56 ,5.00 ,5.00 
8492,2022/7/27,2022/7/27,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,5.00 
8493,2021/10/29,2022/9/4,4.75 ,4.75 ,4.81 ,4.91 ,4.78 ,4.84 ,4.56 
8494,2016/12/28,2020/1/1,4.76 ,4.82 ,4.47 ,5.00 ,4.94 ,5.00 ,4.76 
8495,,,,,,,,,
8496,2022/3/18,2022/7/17,4.64 ,4.79 ,4.21 ,4.86 ,5.00 ,5.00 ,4.57 
8497,2018/7/21,2022/9/4,4.83 ,4.85 ,4.76 ,4.96 ,4.93 ,4.93 ,4.83 
8498,2015/5/25,2015/5/25,4.00 ,3.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
8499,9,2,44691.00 ,44804.00 ,4.67 ,4.78 ,4.67 ,4.89 ,5.00 
8500,2022/5/10,2022/5/10,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,5.00 ,4.00 
8501,2017/2/12,2020/6/21,4.38 ,4.56 ,4.23 ,4.58 ,4.39 ,4.70 ,4.55 
8502,2019/5/14,2022/8/22,4.59 ,4.71 ,4.76 ,4.68 ,4.66 ,4.64 ,4.63 
8503,2019/4/4,2022/8/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.98 ,5.00 
8504,,,,,,,,,
8505,2019/6/27,2020/3/19,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.78 ,4.81 
8506,2022/3/8,2022/8/14,4.43 ,4.36 ,4.79 ,3.79 ,4.29 ,4.43 ,4.64 
8507,,,,,,,,,
8508,2022/8/31,2022/8/31,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8509,2022/7/31,2022/8/30,4.60 ,4.60 ,4.20 ,5.00 ,5.00 ,4.60 ,4.60 
8510,2017/5/31,2021/3/21,5.00 ,5.00 ,4.83 ,5.00 ,4.83 ,4.67 ,4.67 
8511,2015/9/29,2016/10/21,5.00 ,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,5.00 
8512,2022/5/1,2022/5/1,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8513,2019/5/4,2020/1/22,4.81 ,4.93 ,4.77 ,4.84 ,4.95 ,4.79 ,4.88 
8514,,,,,,,,,
8515,2018/12/26,2020/1/19,4.78 ,4.89 ,4.67 ,5.00 ,5.00 ,5.00 ,4.89 
8516,2010/11/8,2022/9/2,4.72 ,4.69 ,4.67 ,5.00 ,4.97 ,4.86 ,4.69 
8517,2019/9/15,2022/8/15,4.82 ,4.82 ,4.88 ,4.94 ,5.00 ,4.94 ,4.71 
8518,2017/12/17,2022/8/28,4.74 ,4.85 ,4.79 ,4.95 ,4.95 ,4.61 ,4.71 
8519,2021/6/20,2022/6/19,4.79 ,4.82 ,4.88 ,4.85 ,4.94 ,4.82 ,4.79 
8520,2017/7/27,2017/8/30,4.60 ,4.20 ,4.60 ,5.00 ,5.00 ,4.50 ,4.50 
8521,,,,,,,,,
8522,,,,,,,,,
8523,2021/10/26,2022/9/2,4.64 ,4.73 ,4.43 ,4.70 ,4.80 ,4.86 ,4.55 
8524,2018/9/17,2019/4/3,5.00 ,5.00 ,5.00 ,4.50 ,5.00 ,5.00 ,5.00 
8525,2021/11/10,2022/8/31,4.41 ,4.59 ,4.23 ,4.91 ,4.91 ,4.59 ,4.45 
8526,,,,,,,,,
8527,2021/5/3,2022/3/6,4.83 ,4.83 ,4.67 ,5.00 ,4.83 ,5.00 ,4.67 
8528,,,,,,,,,
8529,,,,,,,,,
8530,2017/5/15,2022/7/22,4.51 ,4.48 ,4.34 ,4.61 ,4.65 ,4.70 ,4.55 
8531,2018/3/25,2020/3/2,4.52 ,4.76 ,4.33 ,5.00 ,5.00 ,4.81 ,4.71 
8532,,,,,,,,,
8533,2017/3/6,2017/6/6,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8534,2018/8/13,2022/8/11,4.88 ,4.95 ,4.80 ,5.00 ,4.97 ,4.64 ,4.80 
8535,2019/4/5,2020/2/9,4.90 ,4.93 ,4.97 ,5.00 ,5.00 ,4.62 ,4.69 
8536,2017/1/1,2020/3/14,4.59 ,4.82 ,4.35 ,4.88 ,5.00 ,5.00 ,4.65 
8537,2022/7/12,2022/7/25,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,2.50 
8538,2016/1/2,2016/5/21,4.33 ,4.67 ,4.67 ,4.67 ,4.67 ,4.67 ,4.67 
8539,,,,,,,,,
8540,2021/7/21,2022/5/7,4.67 ,4.33 ,4.00 ,4.67 ,4.67 ,5.00 ,4.67 
8541,2018/10/29,2021/12/10,4.81 ,4.93 ,4.79 ,5.00 ,5.00 ,4.84 ,4.79 
8542,2021/5/11,2021/5/19,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8543,2020/1/27,2022/1/17,4.13 ,4.00 ,4.00 ,4.50 ,4.50 ,4.38 ,4.50 
8544,2022/7/10,2022/7/10,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8545,2022/8/30,2022/9/6,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8546,,,,,,,,,
8547,,,,,,,,,
8548,,,,,,,,,
8549,2022/1/2,2022/8/14,4.71 ,5.00 ,4.00 ,5.00 ,5.00 ,4.86 ,4.71 
8550,2022/7/15,2022/9/6,4.33 ,4.67 ,4.83 ,4.83 ,5.00 ,4.83 ,4.33 
8551,2022/8/28,2022/8/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8552,,,,,,,,,
8553,2021/7/29,2021/7/29,2.00 ,1.00 ,5.00 ,5.00 ,5.00 ,5.00 ,1.00 
8554,2022/9/8,2,0.00 ,0.00 ,44226.00 ,44242.00 ,5.00 ,5.00 ,5.00 
8555,2021/12/1,2022/1/31,4.50 ,4.50 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 
8556,2019/7/27,2019/7/27,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8557,2021/12/18,2021/12/18,5.00 ,4.00 ,4.00 ,5.00 ,4.00 ,5.00 ,5.00 
8558,2022/7/17,2022/9/5,3.67 ,3.50 ,3.83 ,4.67 ,4.83 ,4.67 ,3.67 
8559,2013/3/3,2022/9/2,4.77 ,4.90 ,4.74 ,4.91 ,4.94 ,4.77 ,4.80 
8560,2014/4/22,2022/8/11,4.92 ,4.92 ,5.00 ,5.00 ,5.00 ,5.00 ,4.85 
8561,2022/8/17,2022/9/1,4.00 ,4.00 ,3.50 ,4.50 ,5.00 ,4.50 ,4.00 
8562,,,,,,,,,
8563,2015/7/27,2019/4/27,4.82 ,4.91 ,4.91 ,5.00 ,5.00 ,4.70 ,4.80 
8564,,,,,,,,,
8565,2019/4/7,2022/9/5,4.84 ,4.84 ,4.84 ,4.89 ,4.90 ,4.66 ,4.76 
8566,2019/8/28,2019/10/28,4.71 ,4.86 ,4.86 ,5.00 ,4.71 ,5.00 ,4.86 
8567,2019/5/14,2021/7/1,4.94 ,4.94 ,4.89 ,4.96 ,4.98 ,4.91 ,4.79 
8568,2019/3/1,2022/6/5,5.00 ,5.00 ,4.83 ,5.00 ,5.00 ,5.00 ,5.00 
8569,2015/10/11,2016/10/10,4.83 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8570,2021/11/25,2022/8/8,4.80 ,5.00 ,5.00 ,4.70 ,4.70 ,5.00 ,4.90 
8571,2014/11/30,2017/12/2,4.00 ,3.71 ,3.43 ,5.00 ,4.86 ,4.86 ,4.14 
8572,2019/8/23,2022/6/3,4.52 ,4.48 ,4.33 ,4.73 ,4.46 ,4.81 ,4.60 
8573,2019/10/25,2021/10/11,4.83 ,4.88 ,5.00 ,4.83 ,4.80 ,4.80 ,4.66 
8574,,,,,,,,,
8575,,,,,,,,,
8576,,,,,,,,,
8577,2017/1/3,2019/12/3,4.78 ,4.89 ,4.67 ,5.00 ,5.00 ,5.00 ,4.78 
8578,2019/3/31,2019/3/31,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8579,2016/7/10,2016/10/14,4.93 ,5.00 ,4.93 ,5.00 ,5.00 ,4.57 ,4.93 
8580,2010/9/24,2022/8/7,4.64 ,4.83 ,4.72 ,4.86 ,4.93 ,4.54 ,4.69 
8581,2015/2/16,2020/1/2,4.64 ,4.82 ,4.78 ,4.91 ,4.82 ,4.74 ,4.65 
8582,2021/4/6,2021/4/6,4.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8583,2015/11/3,2015/11/3,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8584,2020/11/8,2022/8/13,4.60 ,4.80 ,4.20 ,4.60 ,4.80 ,4.40 ,4.20 
8585,2022/2/5,2022/9/5,5.00 ,5.00 ,5.00 ,4.83 ,4.92 ,5.00 ,4.83 
8586,2022/7/6,2022/8/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8587,,,,,,,,,
8588,2017/1/2,2017/1/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 
8589,2022/2/6,2022/9/2,4.73 ,4.91 ,4.91 ,4.91 ,4.73 ,4.55 ,4.45 
8590,,,,,,,,,
8591,2021/12/28,2021/12/28,4.00 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 ,4.00 
8592,,,,,,,,,
8593,2016/7/25,2016/7/25,5.00 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
8594,2017/5/14,2022/8/28,4.89 ,4.94 ,4.82 ,4.99 ,4.98 ,4.60 ,4.88 
8595,2022/2/26,2022/5/31,4.20 ,4.00 ,4.00 ,4.60 ,4.40 ,4.40 ,4.40 
8596,2021/7/7,2022/8/10,4.75 ,4.86 ,4.78 ,4.83 ,4.83 ,4.75 ,4.86 
8597,2021/6/24,2022/7/1,4.57 ,4.57 ,3.86 ,5.00 ,5.00 ,5.00 ,4.57 
8598,2018/5/31,2019/9/15,4.92 ,4.92 ,5.00 ,5.00 ,5.00 ,4.92 ,4.83 
8599,2020/6/8,2022/9/5,4.74 ,4.74 ,4.68 ,4.90 ,4.90 ,5.00 ,4.68 
8600,2016/6/13,2020/1/6,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8601,,,,,,,,,
8602,2017/12/30,2022/8/28,4.52 ,4.61 ,4.36 ,4.76 ,4.70 ,4.64 ,4.53 
8603,2022/6/11,2022/8/24,4.20 ,4.60 ,4.40 ,4.60 ,4.20 ,4.00 ,4.40 
8604,,,,,,,,,
8605,,,,,,,,,
8606,2020/1/1,2022/7/24,4.58 ,4.92 ,4.33 ,5.00 ,5.00 ,4.75 ,4.75 
8607,2020/2/10,2020/2/10,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8608,2021/12/30,2022/2/15,4.50 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
8609,2015/1/2,2016/6/26,4.26 ,4.57 ,4.13 ,4.83 ,4.74 ,4.61 ,4.26 
8610,2019/6/29,2022/7/25,3.57 ,4.29 ,3.14 ,4.43 ,4.29 ,4.29 ,3.86 
8611,,,,,,,,,
8612,2017/11/1,2018/4/1,4.86 ,5.00 ,5.00 ,4.90 ,4.90 ,5.00 ,4.90 
8613,2016/7/25,2016/11/5,3.43 ,4.50 ,3.00 ,4.43 ,4.29 ,3.71 ,3.57 
8614,2021/9/6,2022/8/24,5.00 ,4.93 ,4.93 ,5.00 ,4.98 ,5.00 ,5.00 
8615,,,,,,,,,
8616,,,,,,,,,
8617,,,,,,,,,
8618,,,,,,,,,
8619,,,,,,,,,
8620,,,,,,,,,
8621,2015/10/27,2015/10/27,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8622,2018/10/14,2019/9/1,4.89 ,4.89 ,4.78 ,4.78 ,5.00 ,5.00 ,5.00 
8623,2022/7/23,2022/8/22,4.67 ,5.00 ,4.67 ,5.00 ,4.83 ,5.00 ,4.50 
8624,,,,,,,,,
8625,2021/9/7,2022/8/23,5.00 ,5.00 ,4.92 ,4.98 ,5.00 ,4.83 ,4.93 
8626,2021/9/27,2022/8/12,4.94 ,4.91 ,4.85 ,5.00 ,5.00 ,4.91 ,4.82 
8627,,,,,,,,,
8628,2021/11/14,2022/2/19,4.86 ,5.00 ,4.86 ,5.00 ,5.00 ,5.00 ,4.86 
8629,,,,,,,,,
8630,,,,,,,,,
8631,2015/5/22,2015/5/22,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8632,2021/5/16,2021/5/31,3.67 ,4.33 ,4.67 ,3.67 ,4.00 ,4.67 ,4.33 
8633,2022/5/7,2022/9/4,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.75 
8634,,,,,,,,,
8635,,,,,,,,,
8636,2020/1/3,2020/1/3,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8637,2017/5/22,2017/11/1,5.00 ,4.88 ,5.00 ,5.00 ,5.00 ,4.86 ,5.00 
8638,2021/11/24,2022/7/10,5.00 ,5.00 ,4.89 ,4.89 ,5.00 ,5.00 ,4.78 
8639,2017/7/14,2022/9/1,4.52 ,4.73 ,4.42 ,4.87 ,4.92 ,4.62 ,4.67 
8640,2017/1/3,2019/5/5,4.85 ,4.69 ,4.92 ,4.77 ,4.77 ,4.46 ,4.77 
8641,2015/9/8,2015/9/8,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,5.00 
8642,2017/11/8,2019/12/26,4.69 ,4.85 ,4.92 ,4.69 ,4.69 ,5.00 ,4.77 
8643,,,,,,,,,
8644,2017/11/12,2017/11/12,0.00 ,,,,,,
8645,2015/4/2,2019/7/31,4.94 ,4.94 ,4.83 ,4.94 ,5.00 ,4.94 ,4.78 
8646,,,,,,,,,
8647,2022/6/15,2022/8/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.63 ,5.00 
8648,2018/8/11,2019/8/14,4.67 ,5.00 ,5.00 ,5.00 ,5.00 ,4.67 ,5.00 
8649,2019/11/30,2019/11/30,5.00 ,5.00 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 
8650,,,,,,,,,
8651,2016/1/2,2016/1/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8652,2016/1/20,2016/1/25,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,5.00 
8653,2022/2/23,2022/4/19,4.00 ,4.00 ,4.00 ,4.20 ,4.20 ,3.80 ,4.00 
8654,2022/4/22,2022/9/3,4.93 ,5.00 ,5.00 ,5.00 ,5.00 ,4.80 ,4.93 
8655,2018/1/3,2019/2/24,4.42 ,4.46 ,4.04 ,4.75 ,4.75 ,4.83 ,4.46 
8656,2022/5/20,2022/8/14,3.67 ,5.00 ,4.67 ,5.00 ,3.67 ,4.33 ,3.33 
8657,,,,,,,,,
8658,,,,,,,,,
8659,2014/1/4,2021/8/1,4.79 ,4.91 ,4.83 ,4.70 ,4.91 ,4.91 ,4.62 
8660,2022/7/17,2022/7/17,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 
8661,2021/1/23,2022/8/12,4.59 ,4.78 ,4.63 ,4.86 ,4.88 ,4.47 ,4.58 
8662,2016/10/15,2021/9/25,4.86 ,5.00 ,4.93 ,4.79 ,4.79 ,4.93 ,4.50 
8663,2015/8/26,2022/7/28,4.91 ,4.91 ,4.91 ,4.82 ,4.91 ,5.00 ,5.00 
8664,,,,,,,,,
8665,2014/8/9,2018/1/5,4.80 ,5.00 ,4.67 ,4.78 ,4.90 ,5.00 ,4.80 
8666,2022/4/12,2022/9/1,4.80 ,4.80 ,4.50 ,4.80 ,4.70 ,4.70 ,4.80 
8667,2018/3/25,2018/3/25,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8668,,,,,,,,,
8669,2021/10/8,2022/8/19,4.21 ,4.53 ,3.68 ,4.11 ,4.58 ,4.84 ,4.32 
8670,2022/1/22,2022/5/20,4.00 ,5.00 ,4.00 ,4.00 ,5.00 ,5.00 ,4.00 
8671,2021/5/26,2021/10/18,4.93 ,5.00 ,4.96 ,4.96 ,4.93 ,4.93 ,4.93 
8672,2016/12/7,2017/1/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.50 ,4.75 
8673,2016/5/29,2021/6/30,4.65 ,4.59 ,4.82 ,5.00 ,4.94 ,4.94 ,4.47 
8674,2017/10/9,2017/11/26,4.75 ,4.75 ,5.00 ,5.00 ,5.00 ,4.50 ,5.00 
8675,2022/9/1,2022/9/5,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8676,2018/12/23,2022/8/20,4.59 ,4.67 ,4.78 ,4.73 ,4.73 ,4.69 ,4.67 
8677,2017/5/29,2018/12/9,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8678,2019/7/21,2022/1/9,4.96 ,4.91 ,4.85 ,4.96 ,5.00 ,4.91 ,4.85 
8679,2022/2/28,2022/8/28,4.78 ,4.89 ,5.00 ,5.00 ,4.67 ,5.00 ,4.89 
8680,2019/1/1,2019/1/1,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8681,,,,,,,,,
8682,2021/5/8,2021/8/30,4.86 ,4.71 ,5.00 ,4.86 ,5.00 ,4.57 ,4.86 
8683,,,,,,,,,
8684,2019/3/27,2022/8/31,4.88 ,4.91 ,4.69 ,4.97 ,4.97 ,4.78 ,4.81 
8685,2019/4/22,2022/8/22,4.66 ,4.70 ,4.85 ,4.81 ,4.65 ,4.59 ,4.67 
8686,2022/5/30,2022/8/25,4.67 ,4.83 ,5.00 ,5.00 ,4.83 ,4.17 ,4.50 
8687,2017/7/25,2022/5/14,4.70 ,4.65 ,5.00 ,4.95 ,5.00 ,4.89 ,4.63 
8688,2018/12/2,2019/1/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8689,2020/7/5,2022/8/19,4.69 ,4.86 ,4.78 ,4.72 ,4.58 ,4.92 ,4.72 
8690,2021/2/27,2022/5/31,4.25 ,4.50 ,4.25 ,4.50 ,4.50 ,4.75 ,4.00 
8691,,,,,,,,,
8692,2013/5/6,2022/7/24,4.95 ,4.90 ,4.95 ,4.97 ,4.98 ,4.99 ,4.71 
8693,,,,,,,,,
8694,2015/9/30,2015/9/30,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8695,2017/3/11,2017/11/20,4.88 ,4.88 ,4.94 ,4.94 ,5.00 ,4.50 ,5.00 
8696,2019/9/4,2019/9/4,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
8697,,,,,,,,,
8698,41,44,44811.00 ,134.00 ,97.00 ,5.00 ,44325.00 ,44810.00 ,4.93 
8699,2020/12/16,2022/9/1,4.96 ,4.94 ,4.80 ,4.98 ,5.00 ,4.98 ,4.92 
8700,2021/3/24,2021/3/24,5.00 ,3.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 
8701,2022/8/28,2022/8/28,5.00 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
8702,2015/9/25,2022/8/20,4.58 ,4.75 ,4.53 ,4.85 ,4.89 ,4.60 ,4.67 
