id,name,neighbourhood,building,street,zipcode,phone
9224,NAI TAPAS BAR,MANHATTAN,174,1 AVENUE,10009,2126771030
9225,LWW BAKERY,BROOKLYN,6306,18 AVENUE,11204,7182591681
9226,CHICKEN FESTIVAL,QUEENS,2919,DITMARS BOULEVARD,11105,7187289696
9227,THE WARREN,MANHATTAN,131,CHRISTOPHER ST,10014,2122431311
9228,PANINI & CO,MANHATTAN,115,BROADWAY,10006,2127323110
9229,TARO ASIAN FOOD RESTAURANT,BROOKLYN,7109,13 AVENUE,11228,7182324680
9230,I LOVE PIZZA,BRONX,3075,3RD AVE,10451,7182925503
9231,THE EMERSON,BROOKLYN,561,MYRTLE AVENUE,11205,3477631310
9232,JIN RAMEN UWS,MANHATTAN,462,AMSTERDAM AVE,10024,9177675088
9233,PRINCE PIZZA,BROOKLYN,1101,AVENUE U,11223,3475548778
9234,RUSTIC TABLE,MANHATTAN,500,W 42ND ST,10036,2122440744
9235,KEATS RESTAURANT,MANHATTAN,842,2 AVENUE,10017,2126825490
9236,GOOD FORTUNE RESTAURANT,QUEENS,4645,KISSENA BOULEVARD,11355,7188888998
9237,NEW GOLDEN DRAGON CHINESE RESTAURANT,MANHATTAN,398A,W 145TH ST,10031,2122830200
9238,EMPIRE EAST,STATEN ISLAND,2740,HYLAN BOULEVARD,10306,7189871111
9239,LA BRUSCHETTA RESTAURANT,BROOKLYN,256,7 AVENUE,11215,7184994994
9240,DELHI HEIGHTS,BROOKLYN,156,HOWARD AVENUE,11233,7184438890
9241,BAGEL MARKET,BROOKLYN,106,7TH AVE,11215,7182304700
9242,CJ'S PUB,QUEENS,901,COLLEGE POINT BLVD,11356,7183098880
9243,MEXICANA DELI GROCERY,BRONX,339,EAST  204 STREET,10467,7187985820
9244,MANNA'S SOUL FOOD RESTAURANT,MANHATTAN,486,LENOX AVE,10037,2122344488
9245,LATINO'S BAR & GRILL RESTAURANT,MANHATTAN,3864,BROADWAY,10032,2127401313
9246,FU YUAN KITCHEN,QUEENS,13543,ROOSEVELT AVE,11354,3474758181
9247,GALICIA BAR,QUEENS,8302,NORTHERN BOULEVARD,11372,3472550587
9248,BAYOU,STATEN ISLAND,1072,BAY STREET,10305,7182734383
9249,SALUMERIA BEILLESE/ BIRICCHINO REST,MANHATTAN,378,8 AVENUE,10001,2127367376
9250,TROPICANA,QUEENS,4042,JUNCTION BLVD,11368,7184263030
9251,ORIGINAL MIKE'S PIZZA,BROOKLYN,3337,FULTON STREET,11208,7182777494
9252,WILD,MANHATTAN,535,HUDSON STREET,10014,2129292920
9253,RAMA THAI CUISINE,QUEENS,881,WOODWARD AVE,11385,6462078989
9254,NEW LUCKY CHINESE RESTAURANT,BROOKLYN,6619,FORT HAMILTON PKWY,11219,7188338373
9255,44 1/2 CAFE,MANHATTAN,626,10 AVENUE,10036,2123994450
9256,IZAKAYA NOMAD,MANHATTAN,13,W 26TH ST,10010,2122136258
9257,RENACER,QUEENS,6703,WOODSIDE AVE,11377,7184762200
9258,D'ANGELO'S PIZZERIA AND RESTAURANT,QUEENS,6327,108 STREET,11375,7184596074
9259,KINGSTON PIZZA,BROOKLYN,395,KINGSTON AVENUE,11225,7187737154
9260,PENN MARKET,MANHATTAN,401,8TH AVE,10001,2122441010
9261,YOURS TRULY,MANHATTAN,8,SPRING ST,10012,9173882641
9262,LA FAMILIA GRILL HOUSE,BROOKLYN,876,4 AVENUE,11232,9292950394
9263,@NINE,MANHATTAN,592,9 AVENUE,10036,2123071363
9264,TED'S MONTANA GRILL,MANHATTAN,110,WEST   51 STREET,10019,2122455220
9265,RED VELVET HOOKAH LOUNGE,BROOKLYN,1842,CONEY ISLAND AVE,11230,3476735241
9266,BELVEDERE RESTAURANT,QUEENS,21854,HEMPSTEAD AVENUE,11429,7184649795
9267,CATSKILL BAGEL CO.,BROOKLYN,1416,CORTELYOU ROAD,11226,7182825049
9268,DROP OFF SERVICE,MANHATTAN,211,AVENUE A,10009,2122602914
9269,BONCHON,MANHATTAN,325,5TH AVE,10016,2126868282
9270,ZEN VEGETARIAN HOUSE,BROOKLYN,773,FLATBUSH AVE,11226,7182822225
9271,MARIELLA PIZZA,MANHATTAN,965,LEXINGTON AVENUE,10021,2122492065
9272,GATHER,BROOKLYN,341,7 AVENUE,11215,7187682439
9273,MANGIA,MANHATTAN,422,MADISON AVE,10017,2126449144
9274,100 FUN,BROOKLYN,932934,60 STREET,11219,7184368883
9275,JIKJI CAFE,QUEENS,JFK INT'L,AIRPORT,11430,7187512003
9276,GAN DA SUSHI ZONE,QUEENS,8008,SURREY PL,11432,7183801818
9277,MAYA TAQUERIA,BROOKLYN,637,VANDERBILT AVENUE,11238,7186386292
9278,MCDONALD'S,QUEENS,2141,MOTT AVENUE,11691,7188682289
9279,ISE MENKUI-TEI,MANHATTAN,58,WEST   56 STREET,10019,2127078702
9280,LUNETTA PIZZERIA,MANHATTAN,1162,FIRST AVENUE,10065,2127588100
9281,RED MANGO,MANHATTAN,111,FULTON STREET,10038,2123123120
9282,PEKING TASTE,STATEN ISLAND,262,ARDEN AVENUE,10312,7189848600
9283,GREENWOOD QUALITY BAKERY,QUEENS,11102,LIBERTY AVE,11419,9175177108
9284,SOLAS,MANHATTAN,232,EAST    9 STREET,10003,2123751320
9285,PIURA,QUEENS,3932,BELL BLVD,11361,7182240330
9286,LEO'S BAGELS,MANHATTAN,3,HANOVER SQUARE,10004,2127854700
9287,MANDARIN HOUSE,BROOKLYN,2348,FLATBUSH AVENUE,11234,7182521719
9288,KENNEDY PIZZA & CHICKEN,BROOKLYN,294,NOSTRAND AVENUE,11216,7186381115
9289,THE GIBSON,BROOKLYN,108,BEDFORD AVENUE,11249,7183876296
9290,M & K SPANISH RESTAURANT BAR,STATEN ISLAND,1727,RICHMOND RD,10306,3478253332
9291,MOJAVE,QUEENS,2236,31 STREET,11105,7185454100
9292,LA RUBIA RESTAURANT,QUEENS,861,WYCKOFF AVENUE,11385,7183819847
9293,CESTRAS PIZZA III,BRONX,44,WESTCHESTER SQ,10462,3476913492
9294,BIRCH COFFEE,MANHATTAN,8,SPRUCE ST,10038,2126861444
9295,DOWNTOWN BAKERY II MEXICAN FOOD,MANHATTAN,69,1 AVENUE,10003,2122541757
9296,GIVERS AND TAKERS,BROOKLYN,286,3RD AVE,11215,9176271984
9297,PORT O' CALLS,QUEENS,9310,WOODHAVEN BOULEVARD,11421,7188469717
9298,DECORA PIZZA,BROOKLYN,8125,5TH AVE,11209,7188365200
9299,SOUTHSIDE CAFE (Produce Market),BRONX,300C,HUNTS POINT TERMINAL MARKET,10474,7183784045
9300,PARKSIDE LOUNGE,MANHATTAN,317,EAST HOUSTON STREET,10002,2126736270
9301,TEN JIN XEING BEING RESTAURANT,QUEENS,4128,MAIN ST,11355,9173791236
9302,YEFSI ESTIATORIO,MANHATTAN,1481,YORK AVENUE,10075,2125350293
9303,SIT & WONDER,BROOKLYN,688,WASHINGTON AVENUE,11238,7186220299
9304,LA LOMITA MEXICAN DELI,MANHATTAN,3866-3868,10TH AVE,10034,2125679330
9305,CHELSEA SQUARE RESTAURANT,MANHATTAN,368,WEST   23 STREET,10011,2126915400
9306,SOUTHEAST BAKERY,BROOKLYN,6821,FORT HAMILTON PARKWAY,11219,7186801188
9307,JAVA DAY CAFE,QUEENS,16009,NORTHERN BOULEVARD,11358,7189614444
9308,THE GUY & FRIENDS RESTAURANT AND PIZZERIA,QUEENS,13406,GUY R BREWER BLVD,11434,9293563325
9309,EXTRA VIRGIN,MANHATTAN,259,WEST    4 STREET,10014,2126919359
9310,LA GATA GOLOSA BAKERY CAFE' RESTAURANT,QUEENS,8263,BROADWAY,11373,7187791747
9311,BOSIE BAKERY,MANHATTAN,2132,2ND AVE,10029,9173658443
9312,BAO DING,QUEENS,4205,162 STREET,11358,7188880038
9313,SOBA-KOH,MANHATTAN,309,EAST    5 STREET,10003,2122542244
9314,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,355,3 AVENUE,10010,2126861500
9315,L Lounge,MANHATTAN,2131,FREDERICK DOUGLASS BOULEVARD,10026,2129611010
9316,POCHA 32,MANHATTAN,15,WEST 32 STREET,10001,2122791876
9317,AUSTIN'S STEAK & ALE HOUSE,QUEENS,8270,AUSTIN STREET,11415,7188493939
9318,DUNKIN' DONUTS,BROOKLYN,2344,FLATBUSH AVENUE,11234,7183380530
9319,DALY PIE,BROOKLYN,665,VANDERBILT AVE,11238,3474259251
9320,EL PORTON BAR & RESTAURANT,MANHATTAN,3151,BROADWAY,10027,2126657338
9321,SOJOURN,MANHATTAN,242-244,EAST   79 STREET,10075,2125377745
9322,SUMO TERIYAKI,BROOKLYN,139,HAVEMEYER ST,11211,7187828400
9323,TONY & VAL'S,BRONX,6201,BROADWAY,10471,7184329502
9324,RIVERDALE DINER,BRONX,3657,KINGSBRIDGE AVENUE,10463,7188846050
9325,PRIMITOS RESTAURANT,BROOKLYN,191,UTICA AVENUE,11213,7183637090
9326,QI,BROOKLYN,176,NORTH    9 STREET,11211,7183021499
9327,FU EN RESTAURANT,BROOKLYN,104,MARCUS GARVEY BLVD,11206,7184552721
9328,NEW YORK NICK'S DELI,BROOKLYN,1019,MCDONALD AVENUE,11230,7186276178
9329,PEGUSUS COFFEE SHOP,BROOKLYN,8610,3 AVENUE,11209,7187486977
9330,LUCKY SEVEN TAPAS BAR,MANHATTAN,1455,ST NICHOLAS AVENUE,10033,2127407777
9331,ANDY'S CAFETERIA (HPD BUILDING),MANHATTAN,100,GOLD ST,10038,2128636121
9332,GARLIC PIZZA BAR,MANHATTAN,629,2ND AVE,10016,6465599500
9333,T.G.I. FRIDAY'S,BROOKLYN,2761,PLUMB    2 STREET,11235,7189345700
9334,KISSENA KITCHEN,QUEENS,4101,KISSENA BLVD,11355,7187626151
9335,CINDY RESTAURANT LUNCHEONETTE,BROOKLYN,1806,MC DONALD AVENUE,11223,7186456192
9336,AL HORNO LEAN MEXICAN,MANHATTAN,1089,2ND AVE,10022,2125469316
9337,VAN LEEUWEN ARTISAN ICE CREAM,MANHATTAN,48.5,EAST    7 STREET,10003,6464763865
9338,SHIH LEE CHINESE GOODEATS,MANHATTAN,311,EAST   45 STREET,10017,2128670318
9339,SEA STAR CHINESE RESTAURANT,QUEENS,9121,37TH AVE,11372,7184584742
9340,PRIMOS VARIEDADES,QUEENS,4217,111TH ST,11368,3474014713
9341,PICANTERIA EL AUSTRO,QUEENS,3708,83 STREET,11372,7183969886
9342,CHINA CHALET,MANHATTAN,47,BROADWAY,10006,2129434380
9343,AVENUE,MANHATTAN,116,10 AVENUE,10011,2123370054
9344,STK,MANHATTAN,28,LITTLE WEST   12 STREET,10014,6466242444
9345,BLENHEIM,MANHATTAN,283,WEST 12 STTREET,10014,2122437073
9346,UMI NO IE,MANHATTAN,86,EAST    3 STREET,10003,6466541122
9347,VICTOR BAR AND RESTAURANT,QUEENS,6701,FOREST AVE,11385,3476085313
9348,MOTI'S,BROOKLYN,5007,16 AVENUE,11204,7184389833
9349,LA SLOWTERIA,BROOKLYN,548,COURT STREET,11231,7188582222
9350,GARDEN GRILL,BROOKLYN,318,GRAHAM AVENUE,11211,7183848668
9351,EL COYOTE RESTAURANT,QUEENS,8018,NORTHERN BOULEVARD,11372,7186514874
9352,JET BLUE CAFETERIA,QUEENS,0,JFK INT'L AIRPORT,11430,7182441506
9353,BAKU PALACE,BROOKLYN,2001,EMMONS AVENUE,11235,7186154700
9354,PRIMAVERA RESTAURANT,BROOKLYN,623,CHURCH AVE,11218,7184380447
9355,TOMO JAPANESE RESTAURANT,BROOKLYN,1077,FLUSHING AVENUE,11237,7184563695
9356,TASTEE CORNER,QUEENS,3020,30 AVENUE,11102,7182747704
9357,UNIVERSITY CENTER CAFE,MANHATTAN,65,5TH AVE,10003,2122295161
9358,BEACON BAR,MANHATTAN,2130,BROADWAY,10023,2127871100
9359,JUNIORS,BROOKLYN,620,ATLANTIC AVENUE,11217,9176186310
9360,T-BONE DINER,QUEENS,10748,QUEENS BOULEVARD,11375,7182617744
9361,ROYAL CURRY & KABAB,MANHATTAN,19-25,ST NICHOLAS AVENUE,10026,2126784434
9362,NEW LIN'S KITCHEN,QUEENS,7024,35TH AVE,11372,7185051388
9363,DUNKIN' DONUTS,MANHATTAN,411,EAST   70 STREET,10021,6463681713
9364,BAGELS CAFE/GOWANUS YACHT CLUB,BROOKLYN,323,SMITH STREET,11231,7182461321
9365,T.G.I. FRIDAY'S,MANHATTAN,2,PENN PLAZA,10121,2126300348
9366,DOWNTOWN BAKERY II MEXICAN FOOD,MANHATTAN,69,1 AVENUE,10003,2122541757
9367,CARLOS & GABBY'S,BROOKLYN,1376,CONEY ISLAND AVENUE,11230,7183378226
9368,LA VILLA CAFE,BROOKLYN,505,DEKALB AVENUE,11205,7184227892
9369,GREAT WALL CHINESE RESTAURANT,BROOKLYN,7614,18TH AVE,11214,7188373311
9370,KAM'S KITCHEN,QUEENS,21709,LINDEN BLVD,11411,7185251167
9371,PAPA JOHN'S,QUEENS,3548,31ST ST,11106,7187287272
9372,"LOVE CRAFT, JOHNNY FAVORITE'S",MANHATTAN,50,AVENUE B,10009,2124322804
9373,NO. 1 CHINESE RESTAURANT,BROOKLYN,479,RALPH AVE,11233,7183633639
9374,THE SPOTTED PIG,MANHATTAN,314,WEST   11 STREET,10014,2126200393
9375,LUCKY DELI,MANHATTAN,12,EAST   37 STREET,10016,2122131370
9376,BEST DOUBLE DRAGON RESTAURANT,BROOKLYN,1207,MCDONALD AVE,11230,7186922129
9377,MERCADO'S CUISINE,MANHATTAN,1759,LEXINGTON AVENUE,10029,2124102793
9378,ESSEX WORLD CAFE,MANHATTAN,112,LIBERTY STREET,10006,2127919900
9379,MADAME SOU SOU,QUEENS,3105,33RD ST,11106,7187106577
9380,ALICE'S ARBOR,BROOKLYN,549,CLASSON AVENUE,11238,7183993003
9381,OISHI BAY SUSHI RESTAURANT,MANHATTAN,232,E 29TH ST,10016,2126832283
9382,PUNJABI KABAB AND GYRO,QUEENS,10803,101ST AVE,11419,7187099919
9383,IL MULINO PRIME,MANHATTAN,331,W BROADWAY,10013,2122260020
9384,CONCESSION STAND 150,BROOKLYN,1904,SURF AVENUE,11224,7182663164
9385,LOS AMIGOS MEXICAN RESTAURANT,QUEENS,2273,31 STREET,11105,7187268708
9386,KUM GANG SAN,QUEENS,13828,NORTHERN BOULEVARD,11354,7184610909
9387,MY NY BAKERY CAFE,MANHATTAN,1565,LEXINGTON AVENUE,10029,2127227383
9388,DON FRANCISCO,QUEENS,9508,35TH AVE,11372,7186392669
9389,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,16822,UNION TURNPIKE,11366,7185916616
9390,FRANK'S TRATTORIA,MANHATTAN,371,1 AVENUE,10010,2126777140
9391,NANO,MANHATTAN,691,TENTH AVE,10036,6466494678
9392,EMPERADOR ELIAS RESTAURANT,BROOKLYN,274,BROADWAY,11211,7183887784
9393,XOCHIMILCO FAMILY REST,BRONX,653,MELROSE AVENUE,10455,7184025400
9394,OTTO'S TACOS,MANHATTAN,141,SECOND AVE,10003,6466784018
9395,BOSTON MARKET,MANHATTAN,885,10 AVENUE,10019,2122624694
9396,GENAO RESTAURANT & BAR,BROOKLYN,162,THROOP AVENUE,11206,7183840085
9397,CUCUMBER,STATEN ISLAND,4215,HYLAN BLVD,10308,7186059500
9398,NEW CHINA KING,QUEENS,22016,HEMPSTEAD AVE,11429,7184791188
9399,NO. 7 SUB,MANHATTAN,1188,BROADWAY,10001,2125321680
9400,KENNEDY CHICKEN AND PIZZA,BRONX,941,INTERVALE AVENUE,10459,7188602295
9401,GRILL POINT,QUEENS,6954,MAIN STREET,11367,7182617077
9402,SHOBU SUSHI & GRILL,BROOKLYN,9427,5 AVENUE,11209,7188338345
9403,KAM MAN KITCHEN,BROOKLYN,1500,NOSTRAND AVE,11226,7182823400
9404,ZENG'S RESTAURANT,BROOKLYN,950,FOURTH AVENUE,11232,7188327760
9405,5 NAPKIN BURGER,MANHATTAN,150,EAST   14 STREET,10003,2122285500
9406,BRENDAN'S BAR,QUEENS,11208,ROCK BCH BLVD,11694,7186342337
9407,NUEVA AMBATENITA LA ESQUINA DEL SABOR,QUEENS,3924,108 STREET,11368,7184782215
9408,COVERT COFFEE,BROOKLYN,1643,BROADWAY,11207,6466371399
9409,SUBWAY,BRONX,3422,JEROME AVE,10467,7185766031
9410,CORAZON LATINO,QUEENS,13840,84 DRIVE,11435,7182628661
9411,NEW TEXAS FRIED CHICKEN & PIZZA,QUEENS,6401,BROADWAY,11377,7186004447
9412,COOKUNITY,BROOKLYN,455,UTICA AVE,11203,9292573793
9413,SWEET DREAM BAKERY,BROOKLYN,4612,7TH AVE,11220,7188511976
9414,SIGNATURE RESTAURANT,BROOKLYN,2007,EMMONS AVE,11235,7183324040
9415,WALDORF ASTORIA NYC-SIR HARRY'S,MANHATTAN,301,PARK AVE,10022,2123553000
9416,DINOSAUR BAR-B-QUE,BROOKLYN,604,UNION STREET,11215,3474297030
9417,HERALD SQUARE MARKET,MANHATTAN,968,6 AVENUE,10018,2122443484
9418,TRINI ROTI HOUSE AND BAKERY,BROOKLYN,1065,RUTLAND ROAD,11212,7187715041
9419,SCANDALS,QUEENS,2403,QUEENS PLAZA NORTH,11101,7187845600
9420,PS 450,MANHATTAN,450,PARK AVENUE SOUTH,10016,2125327474
9421,KODA RESTAURANT & LOUNGE,BROOKLYN,985,FLUSHING AVENUE,11206,3472234026
9422,PIL PIL,MANHATTAN,265,E 78TH ST,10075,2129883788
9423,TRADITIONAL HUNAN STYLE,QUEENS,13523,40 ROAD,11354,7183212788
9424,THE JEFFREY,MANHATTAN,311,EAST 60TH STREET,10022,2123552337
9425,FAVELA CUBANA,MANHATTAN,543,LA GUARDIA PLACE,10012,2127776500
9426,GINA LA FORNARINA,MANHATTAN,26,EAST   91 STREET,10128,2128286800
9427,DUMBO KITCHEN,BROOKLYN,108,JAY STREET,11201,7187971695
9428,LA CROSTA RESTAURANT,MANHATTAN,436,EAST   72 STREET,10021,2124725004
9429,BILLY'S BAKERY,MANHATTAN,1,WEST   58 STREET,10019,6467553221
9430,SUSHI BENTO,STATEN ISLAND,2655,RICHMOND AVENUE,10314,7184770176
9431,CAPITOL INTERNATIONAL,BRONX,590,GRAND CONCOURSE,10451,7188855723
9432,THE CROOKED KNIFE,MANHATTAN,27-39,EAST 30 STREET,10016,2126962593
9433,J J NOODLE,MANHATTAN,19,HENRY STREET,10002,2125712440
9434,HINATA RAMEN,MANHATTAN,159,E 55TH ST,10022,2123552974
9435,LULO RESTAURANT BRONX,BRONX,2264,GRAND CONCOURSE,10457,9177924465
9436,LI'S KITCHEN,BRONX,2515,WILLIAMSBRIDGE RD,10469,7185191881
9437,SHOBU SUSHI & GRILL,BROOKLYN,9427,5 AVENUE,11209,7188338345
9438,GREAT JONES CAFE,MANHATTAN,54,GREAT JONES ST,10012,2126744728
9439,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,7413,ROOSEVELT AVENUE,11372,7182054440
9440,MANHATTAN WEST,MANHATTAN,25,EAST   78 STREET,10075,2122050100
9441,CRUST,QUEENS,0,LAGUARDIA AIRPORT,11371,3479560539
9442,DUNKIN' DONUTS,BROOKLYN,6627,BAY PARKWAY,11204,7182320290
9443,ROOM MATE GRACE HOTEL,MANHATTAN,125,WEST   45 STREET,10036,2123542323
9444,G & L Cajun Grill,QUEENS,9040,160 STREET,11432,9176052812
9445,CHAI THAI RESTAURANT,BROOKLYN,124,NORTH    6 STREET,11249,7185995889
9446,CORRADO BREAD AND PASTRY,MANHATTAN,960,LEXINGTON AVENUE,10021,2127741904
9447,MI CASTILLO RESTAURANT,BROOKLYN,4316,4 AVENUE,11232,7188322553
9448,SUBWAY,MANHATTAN,6466,DELANCY STREET,10002,2125989700
9449,NANCY'S RESTAURANT,QUEENS,25541,JAMAICA AVENUE,11001,7183434616
9450,DHAULAGIRI KITCHEN,MANHATTAN,124,LEXINGTON AVE,10016,9176757679
9451,PEPPA'S JERK CHICKEN RESTAURANT,BROOKLYN,689,UTICA AVE,11203,3473833127
9452,THE OLD TIME VINCENT'S,QUEENS,15913,CROSS BAY BOULEVARD,11414,7188354458
9453,VOLARE RESTAURANT,MANHATTAN,147,WEST FOURTH STREET,10012,2127772849
9454,SEL ET POIVRE RESTAURANT,MANHATTAN,853,LEXINGTON AVENUE,10065,2125175780
9455,P & S DELI GROCERY,MANHATTAN,730,COLUMBUS AVENUE,10025,2129323030
9456,HELEN MILLS EVENT SPACE AND THEATER,MANHATTAN,135,WEST   26 STREET,10001,2122436200
9457,PRET A MANGER,MANHATTAN,655,AVENUE OF THE AMERICAS,10010,2122552087
9458,SARAVANA BHAVAN,MANHATTAN,413,AMSTERDAM AVENUE,10024,2127217755
9459,TBAAR,BROOKLYN,8520,20TH AVE,11214,9178683537
9460,VILLA,QUEENS,2539,STEINWAY ST,11103,7187262908
9461,TIME WARNER(CAFETERIA),MANHATTAN,1,TIME WARNER CENTER,10019,2124846114
9462,POLLO CAMPERO,QUEENS,10326,ROOSEVELT AVENUE,11368,7182056943
9463,LE PAIN QUOTiDIEN,MANHATTAN,2,WEST   69 STREET,10023,6462333768
9464,PICCOLA TRATTORIA,MANHATTAN,455,MAIN ST,10044,2127532300
9465,THE SCHOOL AT COLUMBIA UNIVERSITY,MANHATTAN,556,WEST  110 STREET,10025,2128514289
9466,MARISCO CENTRO SEAFOOD RESTAURANT  & BAR,BRONX,610,EXTERIOR ST,10451,7186658686
9467,BEST BAKERY,BROOKLYN,5812,8 AVENUE,11220,7184395138
9468,GEORGE'S DELI,QUEENS,5305,65TH PL,11378,7184240430
9469,BAGEL CAFE,BROOKLYN,200,CLINTON ST,11201,7188586358
9470,CLEOPATRA'S NEEDLE,MANHATTAN,2483,BROADWAY,10025,2127696969
9471,STARBUCKS,MANHATTAN,600,8 AVENUE,10018,2129977337
9472,DUNKIN' DONUTS,BRONX,2973,EAST TREMONT AVENUE,10461,7182398019
9473,TONY'S PIZZERIA & RESTAURANT,QUEENS,4518,104 STREET,11368,7187791707
9474,MISTURA PERUANA RESTAURANT,QUEENS,8423,JAMAICA AVENUE,11421,7184413237
9475,DON LEO'S PLACE,BRONX,648,SOUNDVIEW AVE,10473,3472875074
9476,VICTORIA'S PIZZERIA,QUEENS,11117,ROOSEVELT AVENUE,11368,7188038408
9477,EL BUEN GUSTO RESTAURANT,BROOKLYN,5201,4TH AVE,11220,7188496001
9478,GRAND OASIS RESTAURANT,QUEENS,1611,CENTRAL AVENUE,11691,7183274067
9479,SUBWAY AND PIZZA CAFE,MANHATTAN,765,8TH AVE,10036,2122475566
9480,LOS BALBUENA RESTAURANT,BRONX,2376,RYER AVENUE,10458,3472713523
9481,M GREENPOINT,BROOKLYN,732,MANHATTAN AVE,11222,7183838889
9482,THE GRISLY PEAR,MANHATTAN,107,MACDOUGAL STREET,10012,2125293808
9483,THE CAPITAL GRILLE,MANHATTAN,120,WEST   51 STREET,10020,2122460154
9484,GABRIEL KREUTHER,MANHATTAN,37,W 42ND ST,10036,2122575826
9485,GOSSIPS,MANHATTAN,733,9 AVENUE,10019,2122652720
9486,BENTON CAFE,MANHATTAN,123,WILLIAM ST,10038,2126088850
9487,MAOZ VEGETARIAN,MANHATTAN,59,EAST 8 STREET,10003,2124205999
9488,SURF BAR,BROOKLYN,139,NORTH    6 STREET,11249,7183024441
9489,LE PAIN QUOTIDIEN,MANHATTAN,3,PARK AVENUE,10016,2127792905
9490,TOTTO RAMEN,MANHATTAN,248,E 52ND ST,10022,2124210052
9491,AMSTERDAM GOURMET,MANHATTAN,403 A,AMSTERDAM AVENUE,10024,2123621525
9492,POP'S,BROOKLYN,167,BEDFORD AVENUE,11211,7184863663
9493,M&G Restaurant,BRONX,2390,ARTHUR AVENUE,10458,7185843788
9494,TAQUERIA COCOYOC,BROOKLYN,211,WYCKOFF AVENUE,11237,7184974489
9495,IDEAL DELI & GROCERY,MANHATTAN,4119,BROADWAY,10033,2127402100
9496,FORDHAM UNIVERSITY - RAM CAFETERIA,MANHATTAN,113,WEST   60 STREET,10023,2126366067
9497,CHELSEA SQUARE RESTAURANT,MANHATTAN,368,WEST   23 STREET,10011,2126915400
9498,TASTY'S DINER,QUEENS,3304,DITMARS BOULEVARD,11105,7187778830
9499,RONDEL,BROOKLYN,2006,CONEY ISLAND AVE,11223,3473719276
9500,VILLA ERASAMO,QUEENS,6961,JUNIPER BLVD S,11379,7188948191
9501,NEW JW GOLDEN BAKERY,BROOKLYN,6017,4TH AVE,11220,7187659199
9502,GRAND 1 BAKERY,MANHATTAN,295,GRAND STREET,10002,2123346968
9503,BENJYS KOSHER PIZZA & DAIRY RESTAURANT,QUEENS,7272,MAIN STREET,11367,7182680791
9504,RITA'S ICES,MANHATTAN,2486,BROADWAY,10025,2123625880
9505,L & L LOCAL,QUEENS,4104,31ST AVE,11103,9178326797
9506,LENNY'S CLAM BAR/NANA'S BREAKFAST,QUEENS,16103,CROSSBAY BOULEVARD,11414,7188455100
9507,RED FARM/DECOY,MANHATTAN,529,HUDSON STREET,10014,2127929700
9508,MADANGSUI,MANHATTAN,35,WEST   35 STREET,10001,2125649333
9509,FISHERMAN'S COVE,BROOKLYN,4,NEWKIRK PLAZA,11226,7188591580
9510,PUCCINI RESTAURANT,QUEENS,2014,FRANCIS LEWIS BLVD,11357,7186318788
9511,SYBIL'S BAKERY,QUEENS,13217,LIBERTY AVENUE,11419,7188359235
9512,IMPERIAL BIKER BAR,BROOKLYN,652,FRANKLIN AVENUE,11238,9176820969
9513,THE BIG SLICE,MANHATTAN,146,5TH AVE,10011,2125230300
9514,ATOMIC WINGS,MANHATTAN,311,BROADWAY,10007,2125717667
9515,BLUE FIN,MANHATTAN,1567,BROADWAY,10036,2129181400
9516,MCDONALD'S,MANHATTAN,160,BROADWAY,10038,2123852063
9517,PATE LACAYE BAKERY,QUEENS,22924,LINDEN BLVD,11411,7184682525
9518,BROOKLYNS FINEST PIZZA & RESTAURANT,STATEN ISLAND,1250,HYLAN BOULEVARD,10305,7188157070
9519,KUMO JAPANESE RESTAURANT,QUEENS,3718,DITMARS BLVD,11105,7182788808
9520,MARK,MANHATTAN,33,ST MARKS PLACE,10003,2126773132
9521,AWASH ETHIOPIAN RESTAURANT,BROOKLYN,242,COURT ST,11201,7182432151
9522,KE ZHANG,QUEENS,45-72,KISSENA BOULEVARD,11355,7186610008
9523,PEASANT,MANHATTAN,194,ELIZABETH STREET,10012,2129659511
9524,BOMBAY JUNCTION/PIZZA KING,MANHATTAN,1013,AVENUE OF THE AMERICAS,10018,2128403767
9525,HADJA MARLEY RESTAURANT,BROOKLYN,1139,FULTON STREET,11238,7186367422
9526,THE BURGER BISTRO,BROOKLYN,7217,3 AVENUE,11209,7188335833
9527,HAVELI FINE INDIAN CUISINE,QUEENS,11633,QUEENS BLVD,11375,7184465755
9528,HOLTERMANN'S BAKERY,STATEN ISLAND,405,ARTHUR KILL ROAD,10308,7189847095
9529,DELICIAS CANELAS #4,QUEENS,9418,SUTPHIN BLVD,11435,7182062262
9530,FIVE MILE STONE,MANHATTAN,1640,2ND AVE,10028,2129330913
9531,LA PARADA II RESTAURANT,BROOKLYN,5911,4TH AVE,11220,7184396200
9532,ROCCO'S ITALIAN SAUSAGES & PHILLY CHEESESTEAKS,QUEENS,5010,NORTHERN BOULEVARD,11101,7182040478
9533,FRESH EXPRESS,MANHATTAN,4233,BROADWAY,10033,6465904565
9534,HAPPY WOK,BRONX,133,E 157TH ST,10451,7189934606
9535,DIG INN SEASONAL MARKET,MANHATTAN,40,WEST   55 STREET,10019,2122466844
9536,GOURMAND,QUEENS,3269,31ST ST,11106,7182002621
